gbifID,reproductiveCondition,occurrenceStatus,habitat,verbatimElevation,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,decimalLatitude,decimalLongitude,georeferencedDate,elevation,elevationAccuracy,datetime
1304445369,,PRESENT,fir forest; gentle slope near summit; rocky soil; partial shade; mod. moist; south exposure.,,,,45.5256,-122.0947,,,,1954-06-18
1304445368,,PRESENT,,,,,43.8205,-122.2194,,,,2006-09-09
1304445364,,PRESENT,,,,,43.4167,-122.1607,,,,2007-09-06
1304445360,,PRESENT,Humous of forest floor,,,,45.9377,-117.9834,,,,1976-10-15
1304445359,,PRESENT,,,,,43.5278,-122.8999,,,,2008-09-19
1304445357,,PRESENT,,,,,45.549,-121.8187,,,,1997-07-21
1304445356,,PRESENT,,,,,44.3406,-122.0014,,,,2004-07-27
1304445355,,PRESENT,,,,,45.274,-121.6682,,,,1996-07-01
1304445354,,PRESENT,,,,,45.2866,-121.5226,,,,1997-07-22
1304445353,,PRESENT,,,,,44.238,-121.9193,,,,1983-09-05
1304445351,,PRESENT,"Trail, in woods.",,,,42.0886,-123.3714,,,,1949-07-10
1304445350,,PRESENT,,,,,44.2179,-122.0992,,,,1966-06-20
1304445347,,PRESENT,"heavy fir forest, north slope.",,,,42.065,-123.3022,,,,1930-08-05
1304445345,,PRESENT,,,,,45.2616,-121.6399,,,,1996-08-01
1304445344,,PRESENT,Douglas fir forest (middle montane); gentle slope; loam; full sun; s.w. exposure; moderate moisture.,,,,44.2042,-122.3742,,,,1939-07-18
1304445343,,PRESENT,,,,,45.2955,-122.0348,,,,2007-08-22
1304445341,,PRESENT,wet meadow surrounded by forest.  In soil.  Frequent.,,,,44.8205,-118.6596,,,,1992-08-02
1304445336,,PRESENT,,,,,43.2488,-122.2268,,,,1993-08-10
1304445335,,PRESENT,,,,,45.1752,-121.6811,,,,1992-06-01
1304445332,,PRESENT,mountain slope; gravelly loam; full sun; moisture: moderate.,,,,44.2763,-122.138,,,,1941-07-23
1304445329,,PRESENT,,,,,44.2795,-122.1436,,,,1977-06-21
1304445327,,PRESENT,,,,,44.3422,-119.3237,,,,1953-07-28
1304445323,,PRESENT,,,,,45.3187,-118.1281,,,,1910-07-29
1304445321,,PRESENT,,,,,43.5885,-122.0919,,,,2005-09-01
1304445320,,PRESENT,,,,,44.7934,-122.1824,,,,2004-08-05
1304445319,,PRESENT,,,,,43.7322,-122.1112,,,,2006-09-11
1304445318,,PRESENT,,,,,44.1482,-122.2108,,,,1991-05-28
1304445317,,PRESENT,,,,,45.424,-121.974,,,,2004-07-15
1304445316,,PRESENT,forest,,,,43.1522,-122.455,,,,1979-08-04
1304445315,,PRESENT,,,,,44.2044,-122.13,,,,1968-07-24
1304445313,,PRESENT,forest,,,,44.3385,-119.3387,,,,1979-07-03
1304445311,,PRESENT,,,,,45.2311,-117.1761,,,,1961-08-16
1304445310,,PRESENT,,,,,45.4141,-121.5639,,,,1997-07-30
1304445309,,PRESENT,,,,,45.2262,-121.7014,,,,1996-07-06
1304445308,,PRESENT,,,,,44.8627,-121.9423,,,,1983-08-20
1304445307,,PRESENT,,,,,45.4338,-121.9991,,,,2003-07-31
1304445306,,PRESENT,,,,,45.1933,-121.656,,,,1995-08-03
1304445305,,PRESENT,Open woods,,,,45.343,-121.6756,,,,1926-07-04
1304445303,,PRESENT,forest,,,,44.3197,-122.2616,,,,1979-06-24
1304445301,,PRESENT,,,,,45.2312,-117.3624,,,,1956-06-10
1304445299,,PRESENT,subalpine forest; mountain slope; gravelly loam; full sun; w. exposure; moderate moisture.,,,,44.2763,-122.138,,,,1941-07-23
1304445294,,PRESENT,,,,,44.2768,-122.0489,,,,1914-07-09
1304445292,,PRESENT,,,,,45.4105,-121.6114,,,,1997-08-06
1304445290,,PRESENT,,,,,45.5287,-122.0471,,,,2005-08-25
1304445289,,PRESENT,margin of Rd. 042 along N slope.,,,,45.4287,-121.9681,,,,1982-09-09
1304445288,,PRESENT,subalpine forest; south slopes about summit; rocky moist loam.,,,,43.5902,-122.6526,,,,1944-06-24
1304445286,,PRESENT,gravelly seep in clearcut.,,,,43.1468,-122.4673,,,,1993-09-29
1304445285,,PRESENT,,,,,44.2473,-121.838,,,,1934-04-08
1304445284,,PRESENT,,,,,45.4316,-121.7916,,,,1993-09-08
1304445283,,PRESENT,,,,,45.3266,-121.4856,,,,1997-07-30
1304445282,,PRESENT,"Sheltered slope. E 15 degrees. On Quartez diorite, Pseudotsuga-Chamaecyparis for",,,,42.1349,-123.357,,,,1949-06-28
1304445281,,PRESENT,Woods.,,,,45.3955,-121.5739,,,,1933-08-13
1304445280,,PRESENT,coniferous woods.,,,,44.1613,-121.8902,,,,1940-08-29
1304445279,,PRESENT,,,,,45.3004,-121.7929,,,,2003-07-24
1304445278,,PRESENT,,,,,43.6489,-122.1111,,,,1985-08-31
1304445276,,PRESENT,,,,,42.8997,-122.1328,,,,1918-07-20
1304445272,,PRESENT,,,,,44.2042,-122.3742,,,,2004-07-21
1304445271,,PRESENT,mountain slope; Douglas fir forest (middle montane); rocks; open; n. exposure; dry.,,,,44.209,-122.3673,,,,1939-07-18
1304445270,,PRESENT,,,,,45.2751,-121.6667,,,,1996-07-01
1304445269,,PRESENT,,,,,43.5755,-122.1411,,,,2005-08-11
1304445265,,PRESENT,,,,,43.248,-122.2294,,,,2008-07-23
1304445262,,PRESENT,,,,,43.5731,-121.9972,,,,1922-07-25
1304445261,,PRESENT,,,,,45.5343,-121.7868,,,,1997-07-15
1304445258,,PRESENT,"in woods of Abies grandis, Calocedrus decurrens.",,,,42.911,-122.5878,,,,1979-06-30
1304445257,,PRESENT,,,,,44.1209,-122.091,,,,2003-07-12
1304445255,,PRESENT,,,,,43.2456,-122.3918,,,,2008-07-11
1304445254,,PRESENT,forest,,,,43.5818,-122.2657,,,,1979-07-28
1304445253,,PRESENT,forest,,,,44.3496,-122.1162,,,,1979-06-14
1304445249,,PRESENT,,,,,45.4537,-121.6681,,,,1893-08-09
1304445247,,PRESENT,Douglas Fir forest (Middle Montane); high ridge; coarse loam; partial shade; exposure n.e.; moderate moisture.,,,,44.2111,-122.3841,,,,1939-07-18
1304445246,,PRESENT,,,,,45.1733,-117.6121,,,,2004-06-26
1304445245,,PRESENT,,,,,44.2031,-121.8694,,,,1935-07-19
1304445244,,PRESENT,,,,,43.579,-122.1434,,,,2005-08-11
1304445243,,PRESENT,forest,,,,44.3707,-122.0547,,,,1979-06-28
1304445242,,PRESENT,"shaded moist roadside; dry to moist soils, 10% slope, S aspect.",,,,42.0047,-123.4157,,,,1992-05-24
1304445241,,PRESENT,,,,,45.3846,-121.8327,,,,1997-05-15
1304445239,,PRESENT,,,,,44.1227,-122.0878,,,,1914-07-02
1304445236,,PRESENT,,,,,44.4127,-122.086,,,,1994-08-10
1304445234,,PRESENT,under a clump of Abies lasiocarpa.,,,,44.4055,-121.8757,,,,1995-07-23
1304445233,,PRESENT,,,,,44.5795,-121.7579,,,,2006-06-27
1304445232,,PRESENT,along E. Pine Cr.,,,,45.0392,-117.1483,,,,1915-08-30
1304445231,,PRESENT,,,,,45.4017,-121.7598,,,,2000-07-15
1304445230,,PRESENT,,,,,45.2615,-121.6296,,,,1991-07-27
1304445228,,PRESENT,coniferous forest.,,,,42.9876,-122.3985,,,,1929-07-13
1304445226,,PRESENT,,,,,45.2794,-121.6756,,,,1987-07-25
1304445225,,PRESENT,,,,,43.8921,-122.5141,,,,2002-06-30
1304445224,,PRESENT,,,,,45.0932,-121.8567,,,,1996-09-18
1304445223,,PRESENT,,,,,44.4092,-121.8757,,,,2003-08-14
1304445222,,PRESENT,,,,,45.1236,-121.8045,,,,1992-05-01
1304445221,,PRESENT,,,,,45.4336,-121.5824,,,,1997-08-11
1304445220,,PRESENT,,,,,45.3174,-121.4473,,,,1996-08-17
1304445219,,PRESENT,,,,,44.257,-121.813,,,,1934-04-21
1304445218,,PRESENT,,,,,44.2044,-122.13,,,,1968-07-24
1304445216,,PRESENT,,,,,45.4474,-121.7045,,,,1997-06-06
1304445213,,PRESENT,,,,,44.4196,-123.6743,,,,2007-05-14
1304445211,,PRESENT,forest,,,,44.3853,-122.0854,,,,1979-06-27
1304445210,,PRESENT,,,,,44.8096,-122.0886,,,,2006-10-05
1304445208,,PRESENT,forest,,,,43.3897,-122.4056,,,,1979-08-03
1304445207,,PRESENT,,,,,43.6591,-122.1034,,,,1994-08-02
1304445205,,PRESENT,edge of clearcut forest; abundant in disturbed soils along southern margin of clearcut; southeastern aspect.,,,,45.7418,-117.9815,,,,1994-08-01
1304445204,,PRESENT,,,,,45.4824,-121.7198,,,,1995-08-08
1304445202,,PRESENT,,,,,45.073,-121.7914,,,,1991-06-14
1304445201,,PRESENT,,,,,45.2302,-121.7081,,,,1996-07-31
1304445200,,PRESENT,,,,,45.5256,-122.0947,,,,2001-01-19
1304445199,,PRESENT,,,,,45.217,-121.825,,,,1996-07-03
1304445197,,PRESENT,"forest, herbland",,,,43.7918,-122.7222,,,,1996-06-15
1304445196,,PRESENT,,,,,45.3002,-121.7924,,,,2003-07-24
1304445195,,PRESENT,,,,,43.8261,-122.2327,,,,2006-09-09
1304445194,,PRESENT,dry open coniferous woods.,,,,44.2044,-121.8706,,,,1935-07-18
1304445191,,PRESENT,,,,,45.3108,-121.6417,,,,1956-09-05
1304445188,,PRESENT,"soil rich, mod. moist loose black sandy lm.; white-noble fir type, heavy shade.",,,,44.0188,-122.0207,,,,1924-07-12
1304445187,,PRESENT,,,,,45.137,-121.6064,,,,1998-06-02
1304445185,,PRESENT,forest,,,,43.7575,-122.1063,,,,1979-07-30
1304445184,,PRESENT,"forest, herbland",,,,43.7357,-122.1573,,,,1999-07-25
1304445180,,PRESENT,,,,,44.987,-121.7407,,,,1991-08-21
1304445178,,PRESENT,,,,,44.9688,-121.9771,,,,1997-07-18
1304445177,,PRESENT,forest,,,,44.0672,-122.1162,,,,1979-07-09
1304445176,,PRESENT,,,,,43.6101,-122.119,,,,2008-08-04
1304445175,,PRESENT,,,,,45.4352,-121.9633,,,,1997-08-12
1304445174,,PRESENT,subalpine forest; meadow; sandy loam; full sun; fairly moist.,,,,44.2518,-121.9194,,,,1938-07-05
1304445172,,PRESENT,,,,,42.4596,-122.314,,,,1930-08-08
1304445171,,PRESENT,subalpine forest; mountain slope; gravelly loam; full sun; w exposure; moderate moisture.,,,,44.2763,-122.138,,,,1941-07-23
1304445170,,PRESENT,,,,,43.6724,-122.1087,,,,1994-08-02
1304445168,,PRESENT,,,,,45.2705,-121.6527,,,,1991-08-08
1304445167,,PRESENT,,,,,44.2179,-122.0992,,,,1966-06-20
1304445166,,PRESENT,,,,,45.2678,-121.7364,,,,2003-07-15
1304445165,,PRESENT,,,,,43.5023,-122.7128,,,,1995-07-15
1304445164,,PRESENT,,,,,44.4161,-118.9519,,,,1922-07-31
1304445161,,PRESENT,woods at middle altitudes.,,,,44.2136,-121.8881,,,,1944-07-04
1304445154,,PRESENT,,,,,44.5267,-122.0787,,,,2008-10-22
1304445150,,PRESENT,Forest,,,,45.7783,-118.085,,,,1942-07-12
1304445149,,PRESENT,forest,,,,44.3637,-122.0647,,,,1997-06-11
1304445148,,PRESENT,,,,,43.5926,-122.538,,,,2008-09-11
1304445147,,PRESENT,,,,,45.3172,-121.6041,,,,1993-06-28
1304445146,,PRESENT,,,,,45.3135,-121.4408,,,,1996-08-17
1304445145,,PRESENT,,,,,42.9093,-122.1443,,,,1919-08-06
1304445144,,PRESENT,,,,,44.4795,-121.9923,,,,1996-08-13
1304445143,,PRESENT,,,,,45.2104,-121.7751,,,,1992-07-03
1304445140,,PRESENT,,,,,45.2407,-121.565,,,,1993-08-24
1304445136,,PRESENT,,,,,45.0988,-121.8649,,,,1996-09-06
1304445133,,PRESENT,forest,,,,43.5672,-122.2457,,,,1979-07-28
1304445132,,PRESENT,Edge of woods along meadow.,,,,42.8681,-122.1422,,,,1949-07-21
1304445129,,PRESENT,,,,,44.6935,-122.312,,,,1976-07-16
1304445126,,PRESENT,,,,,43.9482,-121.9155,,,,2006-08-29
1304445125,,PRESENT,,,,,45.0932,-121.8768,,,,1996-08-29
1304445124,,PRESENT,forest,,,,43.5744,-122.3253,,,,1979-07-29
1304445123,,PRESENT,,,,,45.2741,-121.6835,,,,1996-08-16
1304445120,,PRESENT,moist bank; partial shade.,,,,44.1136,-121.7042,,,,1953-08-14
1304445118,,PRESENT,,,,,45.4353,-121.8075,,,,2005-08-23
1304445117,,PRESENT,edge of woods,,,,44.2142,-121.8936,,,,1995-09-08
1304445114,,PRESENT,forest,,,,44.4145,-122.0935,,,,1979-06-28
1304445113,,PRESENT,,,,,44.6953,-122.3196,,,,1996-11-05
1304445112,,PRESENT,meadow; subalpine forest; sandy loam; full sun; level exposure; fairly moist.,,,,44.257,-121.813,,,,1938-07-05
1304445110,,PRESENT,forest,,,,44.3854,-122.075,,,,1979-06-27
1304445108,,PRESENT,"open timber, dry ground.",,,,42.8857,-122.5005,,,,1925-08-23
1304445107,,PRESENT,,,,,44.9648,-122.3868,,,,1924-05-30
1304445105,,PRESENT,forest,,,,44.4434,-122.0834,,,,1979-06-29
1304445104,,PRESENT,"mixed conifer forest, riparian; dark loam from basalt.",,,,42.9144,-122.4139,,,,1976-07-29
1304445101,,PRESENT,,,,,45.1998,-117.0743,,,,1982-07-05
1304445100,,PRESENT,in open coniferous woods.,,,,44.4017,-122.0067,,,,1903-07-26
1304445099,,PRESENT,,,,,45.4032,-121.5641,,,,1997-08-14
1304445097,,PRESENT,,,,,43.8564,-122.4657,,,,1996-11-06
1304445096,,PRESENT,,,,,44.7207,-121.9373,,,,2003-07-25
1304445095,,PRESENT,,,,,45.4611,-121.8447,,,,2005-08-30
1304445093,,PRESENT,,,,,45.1639,-121.6328,,,,1998-06-09
1304445092,,PRESENT,in woods.,,,,44.2606,-121.7836,,,,1946-06-29
1304445091,,PRESENT,woods.,,,,44.6477,-122.0028,,,,1988-08-26
1304445090,,PRESENT,,,,,44.5134,-122.632,,,,1995-08-10
1304445089,,PRESENT,"forest of Pinus contorta, Abies lasiocarpa.",,,,44.9599,-118.5654,,,,1980-07-21
1304445088,,PRESENT,,,,,45.468,-121.7091,,,,1994-05-25
1304445087,,PRESENT,,,,,44.779,-122.2234,,,,2003-06-16
1304445084,,PRESENT,,,,,45.1757,-121.6231,,,,1998-05-21
1304445083,,PRESENT,,,,,42.0639,-123.304,,,,1998-07-13
1304445082,,PRESENT,,,,,43.9408,-121.9053,,,,2006-08-29
1304445079,,PRESENT,north slope; moderate shade; moderately dry.,,,,42.104,-123.3963,,,,1949-06-26
1304445078,,PRESENT,forest,,,,45.1038,-122.0143,,,,1979-07-19
1304445077,,PRESENT,"subalpine Picea engelmanii/Pinus contorta forest near creek, shrub story dominated by Vaccinium membranaceum.",,,,44.3268,-118.6764,,,,1995-08-16
1304445075,,PRESENT,forest,,,,43.6997,-122.2172,,,,1979-07-27
1304445072,,PRESENT,,,,,44.3069,-118.6833,,,,1921-07-16
1304445070,,PRESENT,,,,,45.2103,-121.755,,,,1996-07-29
1304445069,,PRESENT,,,,,44.2836,-121.8465,,,,2001-01-19
1304445064,,PRESENT,,,,,44.0401,-122.0631,,,,1999-07-31
1304445063,,PRESENT,"forest, herbland, shrubland",,,,44.8005,-118.5658,,,,1987-07-20
1304445058,,PRESENT,,,,,45.0308,-121.7887,,,,1996-08-15
1304445057,,PRESENT,,,,,44.7125,-121.8042,,,,1927-08-04
1304445056,,PRESENT,forest,,,,44.76,-121.8426,,,,1979-09-16
1304445055,,PRESENT,,,,,43.4578,-122.1197,,,,1932-07-04
1304445051,,PRESENT,dry woods.,,,,42.0958,-123.4047,,,,1918-07-15
1304445049,,PRESENT,subalpine forest. South slopes about summit; rocky moist loam.,,,,43.5902,-122.6526,,,,1944-06-24
1304445048,,PRESENT,NW. slope.,,,,44.1505,-121.7854,,,,1912-07-12
1304445046,,PRESENT,in somewhat damp rocky loam on West-facing slope North of summit; partial shade.,,,,43.5793,-122.6575,,,,1965-08-12
1304445044,,PRESENT,,,,,44.2799,-122.1424,,,,1999-07-30
1304445042,,PRESENT,,,,,42.4319,-123.0494,,,,1936-08-02
1304445041,,PRESENT,forest,,,,44.7459,-122.2293,,,,1979-09-15
1304445040,,PRESENT,dry rocky granite soil.,,,,45.13,-117.2972,,,,1957-08-12
1304445039,,PRESENT,open woods.,,,,45.0128,-117.2125,,,,1948-07-14
1304445038,,PRESENT,"subalpine forest; Physiography: mountain slope, Soil: gravelly loam, Light: full sun, Exposure: w., Moisture: moderate.",,,,44.2763,-122.138,,,,1941-07-23
1304445037,,PRESENT,,,,,43.7621,-122.6182,,,,2000-07-01
1304445033,,PRESENT,,,,,43.4414,-122.4001,,,,2002-08-05
1304445031,,PRESENT,,,,,45.184,-121.6311,,,,1997-07-02
1304445030,,PRESENT,Douglas fir forest (lower montane); level bench above river; gravelly loam; partial shade; level exposure; moderate moisture;,,,,44.1208,-122.232,,,,1944-05-07
1304445029,,PRESENT,,,,,45.0932,-121.8567,,,,1996-08-28
1304445027,,PRESENT,,,,,45.418,-121.3693,,,,1996-05-28
1304445025,,PRESENT,,,,,44.4163,-122.096,,,,1994-08-10
1304445022,,PRESENT,subalpine forest; meadow; loam; full sun; level exposure; wet.,,,,44.2225,-121.8861,,,,1938-06-29
1304445021,,PRESENT,rocky open woods near the summit.,,,,44.2287,-122.3007,,,,1943-07-03
1304445019,,PRESENT,,,,,44.2795,-122.1436,,,,1977-06-21
1304445018,,PRESENT,Douglas fir forest (middle montane); shoulder near mountain summit; loam soil; full sun; moderate moisture; level exposure.,,,,44.2042,-122.3742,,,,1939-05-30
1304445017,,PRESENT,,,,,43.9354,-121.8926,,,,2006-08-31
1304445016,,PRESENT,,,,,44.1207,-121.8912,,,,1903-07-17
1304445015,,PRESENT,,,,,45.0932,-121.8567,,,,1996-08-29
1304445014,,PRESENT,,,,,45.1321,-121.6092,,,,1998-06-26
1304445013,,PRESENT,Open knoll.,,,,44.2607,-121.8065,,,,1939-06-22
1304445011,,PRESENT,Under mixed conifers.,,,,44.3422,-119.3237,,,,1953-07-28
1304445009,,PRESENT,forest,,,,44.8915,-122.0953,,,,1979-07-20
1304445007,,PRESENT,woods.,,,,42.021,-123.2721,,,,1931-06-28
1304445006,,PRESENT,,,,,45.1647,-121.6958,,,,1996-07-11
1304445005,,PRESENT,,,,,45.2247,-121.7358,,,,1996-08-01
1304445002,,PRESENT,,,,,42.5822,-123.8939,,,,1928-06-06
1304445000,,PRESENT,,,,,43.5924,-122.0956,,,,2005-09-01
1304444996,,PRESENT,,,,,45.2193,-121.6965,,,,1927-07-27
1304444995,,PRESENT,forest,,,,42.2028,-123.4603,,,,1979-08-08
1304444994,,PRESENT,,,,,45.2105,-121.8568,,,,1992-06-26
1304444991,,PRESENT,,,,,44.1613,-121.9304,,,,1999-08-01
1304444990,,PRESENT,forest,,,,44.3351,-122.1061,,,,1979-06-14
1304444988,,PRESENT,,,,,45.4824,-121.6992,,,,1994-05-25
1304444987,,PRESENT,forest,,,,44.8035,-121.7917,,,,1979-09-16
1304444986,,PRESENT,,,,,45.0558,-121.806,,,,1998-09-18
1304444984,,PRESENT,,,,,45.1997,-117.2689,,,,1950-07-21
1304444982,,PRESENT,,,,,45.549,-121.8083,,,,1993-07-14
1304444978,,PRESENT,,,,,45.185,-121.8211,,,,1992-07-22
1304444977,,PRESENT,in moist (Abco-Tshe/Acci-Tabr) forest; common in moister forests at lower to middle elevations.,,,,42.9285,-122.5218,,,,1972-06-27
1304444976,,PRESENT,,,,,44.5067,-122.0712,,,,1994-08-29
1304444975,,PRESENT,,,,,45.1936,-122.2406,,,,1995-09-12
1304444973,,PRESENT,,,,,45.4263,-121.9288,,,,2005-08-23
1304444971,,PRESENT,,,,,45.2705,-121.6527,,,,1991-08-08
1304444970,,PRESENT,forest,,,,43.0364,-122.4647,,,,1979-08-05
1304444969,,PRESENT,Low shrub .3-1.2 meters tall; in dense woods with,,,,44.4111,-122.0586,,,,1978-07-01
1304444965,,PRESENT,understory; shaded coniferous forest; serpentine soil; under well-developed forest canopy; Northwest aspect.,,,,42.0188,-123.3113,,,,1990-09-10
1304444964,,PRESENT,Open knoll,,,,44.2607,-121.8065,,,,1939-06-22
1304444963,,PRESENT,"forest, herbland, shrubland",,,,43.8325,-122.242,,,,2000-07-22
1304444959,,PRESENT,,,,,45.2705,-121.6476,,,,1991-08-01
1304444957,,PRESENT,forest,,,,42.2028,-123.4603,,,,1979-08-09
1304444955,,PRESENT,,,,,44.1,-122.0833,,,,1992-07-27
1304444952,,PRESENT,,,,,45.623,-121.9259,,,,1995-07-13
1304444945,,PRESENT,,,,,43.7033,-122.0912,,,,2003-10-02
1304444944,,PRESENT,forest,,,,44.4072,-122.0935,,,,1979-06-12
1304444942,,PRESENT,Dry slopes and ridges,,,,42.647,-118.5963,,,,1917-08-24
1304444940,,PRESENT,,,,,45.0563,-121.9844,,,,1998-07-06
1304444939,,PRESENT,forest,,,,44.0672,-122.1263,,,,1979-07-09
1304444938,,PRESENT,,,,,45.0709,-121.7896,,,,1991-06-10
1304444937,,PRESENT,,,,,43.9498,-121.9752,,,,2006-08-30
1304444936,,PRESENT,forest,,,,45.0215,-122.1887,,,,1979-07-17
1304444934,,PRESENT,open woods.,,,,43.5731,-121.9972,,,,1928-07-22
1304444933,,PRESENT,roadside,,,,45.4287,-121.9681,,,,1982-09-09
1304444932,,PRESENT,Spruce - Douglas fir woodland.,,,,45.5594,-116.6451,,,,1946-08-15
1304444931,,PRESENT,,,,,45.0508,-121.7849,,,,1998-08-06
1304444930,,PRESENT,coniferous woods.,,,,44.1715,-121.9623,,,,1935-06-16
1304444929,,PRESENT,,,,,44.9374,-121.7914,,,,1998-08-10
1304444926,,PRESENT,,,,,43.574,-122.1374,,,,2005-08-11
1304444925,,PRESENT,,,,,45.0137,-121.7948,,,,1998-10-05
1304444924,,PRESENT,forest,,,,44.2582,-122.1337,,,,1979-07-04
1304444923,,PRESENT,,,,,43.874,-122.0752,,,,2007-09-29
1304444922,,PRESENT,,,,,44.2618,-122.138,,,,1965-07-04
1304444921,,PRESENT,moist rocky coniferous woods.,,,,45.2898,-117.4052,,,,1962-07-04
1304444920,,PRESENT,,,,,43.4389,-122.3981,,,,1995-08-05
1304444919,,PRESENT,forest,,,,45.2831,-121.681,,,,1979-07-14
1304444917,,PRESENT,"vegetation type is of Pseudotsuga menziesii, Castanopsis and Rhododendron latifolium; full sun on summit.",,,,43.8027,-122.6573,,,,1951-06-14
1304444916,,PRESENT,,,,,45.2951,-122.056,,,,1997-05-23
1304444915,,PRESENT,,,,,43.4093,-122.4925,,,,1994-08-12
1304444913,,PRESENT,deep coarse pumice soil; open lodgepole pine - alpine fir stand.,,,,44.382,-121.8708,,,,1963-08-21
1304444912,,PRESENT,,,,,45.2633,-121.6252,,,,1996-06-27
1304444909,,PRESENT,,,,,43.9741,-122.2958,,,,2003-07-01
1304444908,,PRESENT,,,,,45.3031,-121.5579,,,,1999-08-19
1304444905,,PRESENT,,,,,43.5884,-122.0996,,,,2005-08-11
1304444903,,PRESENT,,,,,45.1814,-121.816,,,,1991-07-19
1304444902,,PRESENT,,,,,44.257,-121.813,,,,1936-06-29
1304444900,,PRESENT,"forest, shrubland",,,,44.0905,-122.2665,,,,1992-09-10
1304444899,,PRESENT,,,,,45.3992,-121.7347,,,,1977-09-24
1304444897,,PRESENT,,,,,44.1613,-121.9304,,,,1999-08-01
1304444896,,PRESENT,,,,,43.463,-122.4991,,,,2009-09-11
1304444894,,PRESENT,,,,,44.8607,-122.315,,,,1980-06-15
1304444888,,PRESENT,,,,,45.1613,-121.6017,,,,1999-07-15
1304444887,,PRESENT,,,,,44.2795,-122.1436,,,,1977-06-21
1304444886,,PRESENT,Forest floor on slope,,,,45.9377,-117.9834,,,,1976-10-15
1304444885,,PRESENT,Mountains.,,,,45.2967,-117.8069,,,,1918-09-26
1304444884,,PRESENT,,,,,45.3337,-121.5484,,,,1983-07-09
1304444883,,PRESENT,,,,,42.9006,-122.2969,,,,1934-07-08
1304444882,,PRESENT,,,,,43.6439,-122.114,,,,1994-08-02
1304444878,,PRESENT,"Ravine. SW 6 degrees. On quartz diorite, Pseudotsuga for",,,,42.104,-123.3963,,,,1949-07-13
1304444877,,PRESENT,,,,,44.2795,-122.1436,,,,1977-06-21
1304444876,,PRESENT,forest,,,,42.9285,-122.5648,,,,1979-08-06
1304444873,,PRESENT,"forest, herbland",,,,43.668,-122.5714,,,,1996-07-17
1304444872,,PRESENT,,,,,44.1209,-122.091,,,,2003-07-12
1304444866,,PRESENT,open wooded slope.,,,,44.7458,-118.2011,,,,1960-06-20
1304444865,,PRESENT,in ground partly covered with snow; coniferous woods.,,,,44.1877,-121.8908,,,,1935-06-16
1304444862,,PRESENT,,,,,44.8369,-122.0801,,,,1987-08-12
1304444861,,PRESENT,,,,,44.6657,-121.9841,,,,1996-11-05
1304444858,,PRESENT,"forest, herbland, savanna",,,,44.2123,-122.0966,,,,1996-07-06
1304444856,,PRESENT,,,,,45.0286,-118.134,,,,1915-08-15
1304444855,,PRESENT,On basaltic boulders under Pseudotsuga.,,,,44.7999,-121.8504,,,,1953-07-23
1304444853,,PRESENT,,,,,45.1953,-121.8058,,,,1996-07-19
1304444852,,PRESENT,"Deep coarse pumice soil; Open lodgepole pine, alpine fir stand; occasional",,,,44.382,-121.8708,,,,1963-08-21
1304444850,,PRESENT,,,,,44.6896,-122.327,,,,1996-06-29
1304444849,,PRESENT,,,,,45.3394,-121.7514,,,,2003-07-24
1304444847,,PRESENT,,,,,44.2618,-122.138,,,,1965-07-04
1304444846,,PRESENT,,,,,44.0094,-122.2578,,,,1935-10-21
1304444844,,PRESENT,forest,,,,43.5817,-122.3253,,,,1979-07-29
1304444840,,PRESENT,"exposed basalt knobs and ridges, mostly above the burned forest; sodded on gravelly south slopes; young regenerating forest; on n. side.",,,,45.6552,-123.4941,,,,1975-07-01
1304444838,,PRESENT,,,,,44.3047,-122.0318,,,,1999-07-30
1304444834,,PRESENT,Alpine meadows.,,,,42.8456,-122.3133,,,,1936-07-01
1304444828,,PRESENT,,,,,43.4741,-122.356,,,,2000-07-20
1304444822,,PRESENT,forest,,,,45.3009,-121.762,,,,1979-07-15
1304444821,,PRESENT,E. slope.,,,,42.4394,-122.295,,,,1916-08-25
1304444817,,PRESENT,,,,,44.4957,-121.8254,,,,2008-08-22
1304444814,,PRESENT,forest,,,,42.2097,-123.4708,,,,1979-08-09
1304444812,,PRESENT,subalpine forest; level ground near summit; moderate moisture; coarse loam; moderate shade.,,,,43.8471,-122.0952,,,,1941-08-01
1304444806,,PRESENT,,,,,44.2347,-121.775,,,,1948-09-12
1304444787,,PRESENT,,,,,45.3427,-121.663,,,,1991-08-24
1304443312,,PRESENT,In lodgepole pine forest.,,,,46.6305891,-110.8988278,,,,1945-07-13
1304443307,,PRESENT,"On 35% east facing slope, in mesic forest.",,,,46.0757223,-114.1139453,,,,1962-06-10
1304443293,,PRESENT,"Slope 50%, west exposure.",,,,45.1708403,-112.9537553,,,,1959-08-31
1304443291,,PRESENT,"West side slough, north end.",,,,47.1552987,-113.4484281,,,,1925-07-25
1304443289,,PRESENT,In lodgepole pine forest.,,,,46.6305891,-110.8988278,,,,1945-07-08
1304443287,,PRESENT,"On 25% northeast facing slope, on forested mountainside.",,,,46.8701049,-113.995267,,,,1968-09-10
1304443285,,PRESENT,Moist woods.,,,,45.4868491,-111.1967693,,,,1927-08-01
1304443276,,PRESENT,"On level slope, in mixed coniferous forest, with Linnaea borealis, Vaccinium sp., Arctostaphylos uva-ursi, Arnica cordifolia, Cornus canadensis, Larix.",,,,47.7142864,-114.1204325,,,,1960-05-17
